Days,c,g1,kxmax,p50,L,ps
183,0.03035346445170726,0.2023425849648219,0.05444154859930584,0.3629176182408353,0.06057770383780645,0.2989775162743787
184,0.03290027122902482,0.2016247157446395,0.06279835022084504,0.3491720142052649,0.05150786887140046,0.32966653132093116
185,0.03257886611148605,0.19559168107235864,0.06496594726642647,0.3560287828902588,0.05108549554729321,0.330808757743027
186,0.03380873202775246,0.1934332878768807,0.06991959769680235,0.3495472929640597,0.04671061823344479,0.3485936661408868
187,0.039854872970188374,0.20844776936627632,0.08047580427752483,0.2943834980079637,0.03388703406915239,0.4117661574894262
188,0.04394161153852413,0.22638781910128153,0.08402800688514873,0.25659575379257593,0.028250138069250762,0.4482870041090752
189,0.0351486387834921,0.19847796599242093,0.07138325495862516,0.3366964712622892,0.04391678762488152,0.36170836934777933
190,0.028810830052980012,0.2031842614342291,0.049212145325098204,0.3701547359468974,0.0668391305470669,0.2818437923638036
191,0.024228126148532328,0.20668296122551433,0.033882564619896346,0.38420630407195544,0.0889279874036152,0.23998421365053138
192,0.023035741948709585,0.20802061357067775,0.02987951157270021,0.3850610280119258,0.09609220424077834,0.2316464020135052
193,0.02753993229429631,0.20480204983531777,0.04449876175824234,0.3742684745591148,0.0726539392576254,0.26841111276188
194,0.02398023347909824,0.20630054149852534,0.03333654891773296,0.3856075241475252,0.09016728249566545,0.23827443055706612
195,0.028929403059420884,0.19764163756177525,0.05247529781665793,0.3761439683665195,0.06480761054161743,0.2865145709499389
